index,min_x,max_x,min_y,max_y,filename,emotion
0_26,2541.397664,2541.397664,2541.397664,2541.397664,30ec2f1933c9645a6c418555299f14fb1d85f175d4a2ab87006652c07d7433f6_여_30_분노_숙박 및 거주공간_20210119210440-010-019.jpg,0
0_27,1729.652161,1729.652161,1729.652161,1729.652161,3821a6f4cdffcd3d1f04ab759ef95448f7aede48ab06184a92ab0d605b2c400a_여_20_분노_숙박 및 거주공간_20210224112050-010-001.jpg,0
0_28,1291.4885,1291.4885,1291.4885,1291.4885,8f32eae7a1d02e02d84122cbfc0f72a40934eae5b4f062b1724bd48306cdb140_남_20_분노_숙박 및 거주공간_20210131132313-010-021.jpg,0
0_29,2944.985856,2944.985856,2944.985856,2944.985856,d068777009b9d46c347c7326c81325468df4f88a17c070bfd17ea6828f3b1f20_남_30_분노_오락&공연시설_20201206152913-005-028.jpg,0
0_31,2717.418281,2717.418281,2717.418281,2717.418281,a08352013c2366227976f20f0733766f59abf24f91a6e726c2a235793f4136ba_남_30_분노_교통&이동수단(엘리베이터 포함)_20201202173311-002-012.jpg,0
0_32,2323.5723,2323.5723,2323.5723,2323.5723,e9856a72809e0ed4225b4352f549d76ed2b9cd79f7e82d4f493e799c60d10952_남_20_분노_도심 환경_20201205173412-008-005.jpg,0
0_33,1814.1422,1814.1422,1814.1422,1814.1422,2aa6b196295318f895d82db48aa037669ef6d7e1a430e300d40dcf47e8712274_여_20_분노_오락&공연시설_20201203183952-005-017.jpg,0
0_34,3071.906956,3071.906956,3071.906956,3071.906956,ffc31d193435ff87f522e2c47de67ee0fd87892903367e1099af837dbac20454_남_30_분노_문화재 및 유적지_20210208103141-009-002.jpg,0
0_35,2905.639445,2905.639445,2905.639445,2905.639445,0d384e9d6ad1ad9521f43213dff99506c204d3b5f1ca42a5bc41a4462141156d_여_20_분노_숙박 및 거주공간_20210208192159-010-018.jpg,0
0_36,1560.515,1560.515,1560.515,1560.515,466c6abbc1a4d384a65e8cb7b6b935889b7971af4951ae1a145ab2fc21b55296_여_20_분노_교통&이동수단(엘리베이터 포함)_20210127152848-002-001.jpg,0
0_37,1853.815,1853.815,1853.815,1853.815,f07f493e4060eef66bfa707c9ea8de036ce1acf685917bbcd65ebd033ca262ab_남_40_분노_행사&사무공간_20210127193904-006-005.jpg,0
0_38,1657.184287,1657.184287,1657.184287,1657.184287,7f502f7249c1d10025fdb04ae710574a813ef0199d4c235197cf9556422a589e_남_30_분노_도심 환경_20201205001339-008-009.jpg,0
0_39,2403.258626,2403.258626,2403.258626,2403.258626,99363f4a48ae5a266cc0a105e4f348e2c6d3ab506749fa23b4c6347d8b0cc72e_남_30_분노_공공시설&종교&의료시설_20210205004742-001-003.jpg,0
0_40,2207.758777,2207.758777,2207.758777,2207.758777,6ab72bd7b8aa94cacf3ce77a4464f5ba652babfcfdc1603eeeedfb34459f698f_남_30_분노_숙박 및 거주공간_20210215164627-010-001.jpg,0
0_41,2333.706,2333.706,2333.706,2333.706,93d7cc86483412de021b531ab55d556289315ba89e13d9ac59aac68f12e8e347_남_20_분노_상업시설&점포&시장_20210208111652-003-006.jpg,0
0_42,2553.050659,2553.050659,2553.050659,2553.050659,0eb966d03c1b9583a2c6a41d5cad0f88b03ae9da7961e73abe30ca4dedb77c2b_여_20_분노_문화재 및 유적지_20210208194441-009-016.jpg,0
0_43,2407.406,2407.406,2407.406,2407.406,2fdc04bd8d4247a193d14c445cc538953ad10f762e2ed183c4efa65a3f918098_여_20_분노_상업시설&점포&시장_20201206160419-003-013.jpg,0
0_44,2344.2202,2344.2202,2344.2202,2344.2202,26bdca17f593aff1819eeac29f13ee25cc27ed3e73242abc78d5e336bdb6cf38_남_30_분노_교통&이동수단(엘리베이터 포함)_20201202173945-002-006.jpg,0
0_45,2203.409514,2203.409514,2203.409514,2203.409514,afb0bb7094b1a1bced33f5b35a9b8675dde843a3358d442823cf678a380b6d48_여_30_분노_교통&이동수단(엘리베이터 포함)_20210121125404-002-005.jpg,0
0_46,1212.041392,1212.041392,1212.041392,1212.041392,ef40e41b73b289b455550fc28c861d8cef5a020bcf16212b0ce8d2525f200d2a_남_40_분노_스포츠 관람 및 레저시설_20210119114826-004-001.jpg,0
0_47,1846.0245,1846.0245,1846.0245,1846.0245,8b8fcf434d3bb33b5355fd84b4157352dc3277d8c54d9839a6193d5684c26b2b_남_20_분노_도심 환경_20210121131817-008-005.jpg,0
0_48,1483.4587,1483.4587,1483.4587,1483.4587,38e905ee2e854d3d1b6c464c9b02e50e8689fa730d0df36ccbb7b5befaf1c1b1_여_20_분노_공공시설&종교&의료시설_20210127000802-001-004.jpg,0
0_49,2095.1716,2095.1716,2095.1716,2095.1716,c2f81be4366cfc1321f5d7ff29e97814b0ed8d6a5ed0891a5f6d6cf2f75f56e6_여_30_분노_행사&사무공간_20201207160058-006-001.jpg,0
0_50,2725.3933,2725.3933,2725.3933,2725.3933,f9df7685b93fb5ce2c02f1c995be558095a32aa5946837ba75279330eece3027_여_20_분노_상업시설&점포&시장_20201208114101-003-017.jpg,0
0_51,1765.4148,1765.4148,1765.4148,1765.4148,ed8e05a7770502606d8278a279c624e4fb7e681fd09766c71b4c8eb8d3af7a5b_여_30_분노_상업시설&점포&시장_20201206210735-003-006.jpg,0
0_52,1359.4617,1359.4617,1359.4617,1359.4617,577a4a275693dd56ba4ccf986abf81109e45c09049f9dae500e30984ad417019_여_30_분노_공공시설&종교&의료시설_20201207172046-001-011.jpg,0
0_53,568.29346,568.29346,568.29346,568.29346,aca63369722fd9d13631d053111447931432831568b6eeded7eaaaf0c753aaa4_남_20_분노_도심 환경_20210129115705-008-018.jpg,0
0_54,2306.6025,2306.6025,2306.6025,2306.6025,8f0ca37df41bb7cfa0a916fc3f2b60717bbb15d1b78792476ebaa11beb06c423_남_30_분노_스포츠 관람 및 레저시설_20210120221312-004-004.jpg,0
0_55,1467.9264,1467.9264,1467.9264,1467.9264,6d7ee07c2c20a17211566934b2d495cd0c93d29d8c204d204291be6564e0090b_여_30_분노_문화재 및 유적지_20201204221231-009-007.jpg,0
0_56,1886.483678,1886.483678,1886.483678,1886.483678,d59ff26ccb605a44665b8974d439c69a10111a29e729f3e0c61ead38171f8446_남_30_분노_행사&사무공간_20201207130744-006-006.jpg,0
0_57,2376.596384,2376.596384,2376.596384,2376.596384,8fefb3663a584ca794f35e6e9ecaa715cae905dd1fbc4e13f6ed356cfc14393e_남_20_분노_숙박 및 거주공간_20210118184506-010-005.jpg,0
0_58,1497.1727,1497.1727,1497.1727,1497.1727,7d1a54127b222502f5b79b5fb0803061152a44f92b37e23c6527baf665d4da9a_남_30_분노_문화재 및 유적지_20201208104814-009-010.jpg,0
0_59,2156.530699,2156.530699,2156.530699,2156.530699,6b7fc49cd98142a92ae04411a093e9d215be909f241c4528f2664fbcfa6deefd_남_30_분노_실외 자연환경_20201203143313-007-025.jpg,0
0_60,2015.9475,2015.9475,2015.9475,2015.9475,3d7385754bf77af1a8654964c0497db92ede224b7a744dd76097be244035cde7_남_30_분노_문화재 및 유적지_20201207003119-009-005.jpg,0
0_61,1884.529664,1884.529664,1884.529664,1884.529664,c2f33e11d548871ae056105e5896e4a652c447602fc78d4e896256aabc9261a8_여_60_분노_행사&사무공간_20201202181251-006-009.jpg,0
0_62,918.4903064,918.4903064,918.4903064,918.4903064,4fc49ce50f9d577186b3916745307bdef0c60fce4ff9e58ab8cb8dcbc1e75664_남_40_분노_공공시설&종교&의료시설_20201207200834-001-001.jpg,0
0_63,2633.808,2633.808,2633.808,2633.808,2e9ee57fed0d4333cb8cff62cab4b9dc05e90a73e108fa16ac0910e5c9de1d3d_여_20_분노_도심 환경_20210121181920-008-018.jpg,0
0_64,1652.3146,1652.3146,1652.3146,1652.3146,afb0bb7094b1a1bced33f5b35a9b8675dde843a3358d442823cf678a380b6d48_여_30_분노_공공시설&종교&의료시설_20210121125356-001-017.jpg,0
0_65,1882.4586,1882.4586,1882.4586,1882.4586,6e00acee12b8f9d23a161f2f4eadc6c8c69c73d6a1e1dcca29f77f7c0908cf6b_남_30_분노_상업시설&점포&시장_20201209151133-003-001.jpg,0
0_66,2738.3008,2738.3008,2738.3008,2738.3008,99363f4a48ae5a266cc0a105e4f348e2c6d3ab506749fa23b4c6347d8b0cc72e_남_30_분노_상업시설&점포&시장_20210205004829-003-004.jpg,0
0_67,2811.990758,2811.990758,2811.990758,2811.990758,3106e62110be320b4ab73f8dff15e958aceebeb0d8724268f05e502dd6e7617f_여_20_분노_숙박 및 거주공간_20210209013218-010-002.jpg,0
0_68,2233.4238,2233.4238,2233.4238,2233.4238,93d7cc86483412de021b531ab55d556289315ba89e13d9ac59aac68f12e8e347_남_20_분노_공공시설&종교&의료시설_20210208111618-001-003.jpg,0
0_69,2403.4558,2403.4558,2403.4558,2403.4558,9e464a57d2281d5663cdf989903592be69ae3e43aecd97f9f2c0d9060258811a_남_20_분노_실외 자연환경_20201209111958-007-013.jpg,0
0_70,2383.8735,2383.8735,2383.8735,2383.8735,7baeca7bd1f1039173f366880ed8d434a7015351a511397ac122ed23aabe39ff_여_20_분노_실외 자연환경_20201207193549-007-017.jpg,0
0_71,2139.2876,2139.2876,2139.2876,2139.2876,6094a7cdd3f47100e903e50e1961c6824e13d65f1e6c32fe6ece8a10f1b4c8c7_여_20_분노_공공시설&종교&의료시설_20210122180600-001-004.jpg,0
0_72,1186.769664,1186.769664,1186.769664,1186.769664,9df04502c22931ea10324833f1a973bc2f28a98f62c2ae9b18df98c40d02aa29_여_40_분노_숙박 및 거주공간_20210128154010-010-006.jpg,0
0_73,1818.5626,1818.5626,1818.5626,1818.5626,7d881429cce13d9c07d1805600ef8d9bfb57acb6238c7bfc40882690646ebaa7_남_30_분노_도심 환경_20210208173147-008-007.jpg,0
0_74,2847.620185,2847.620185,2847.620185,2847.620185,e5457a6480d7cf7200ae67b9b060e5c0f1b4047143224551a8140c5bf883e330_여_20_분노_실외 자연환경_20210203111339-007-017.jpg,0
0_75,2258.679127,2258.679127,2258.679127,2258.679127,ff33e40411c2567947a3725f1401ea64a8d2bf9ed8552929073f36288b85d53b_남_20_분노_교통&이동수단(엘리베이터 포함)_20210204182802-002-004.jpg,0
0_76,2043.6597,2043.6597,2043.6597,2043.6597,f23dc31b64c7346d4c48358f370f91abbb6b0cf5db9f011f9f8ae2c71d2ad5bf_여_20_분노_상업시설&점포&시장_20201207173749-003-010.jpg,0
0_77,1791.4623,1791.4623,1791.4623,1791.4623,3f562885545e60de1d61dd809ef6392cf799739d50cf1a4b6282d7b01c7e3216_여_30_분노_행사&사무공간_20201202180206-006-003.jpg,0
0_78,1406.609,1406.609,1406.609,1406.609,d3d3431ea4fe4da48b4ca28b84a84ca4e08be5f970b297e759bd8fdc02b7959e_여_30_분노_상업시설&점포&시장_20201207131712-003-035.jpg,0
0_79,1929.4789,1929.4789,1929.4789,1929.4789,5ffd2c1dc31f3a8f6ed1d5c22ef3a81b52ca827b5fdda5fd1fc9d265baa927af_여_20_분노_실외 자연환경_20210127173701-007-011.jpg,0
0_80,1991.375042,1991.375042,1991.375042,1991.375042,c6448766e47f186683a904cdecc6aa3b053c8e79ef65002071ef156ca5c704ab_남_20_분노_상업시설&점포&시장_20201208101438-003-004.jpg,0
0_81,1687.8029,1687.8029,1687.8029,1687.8029,4607cbdcdd8cc001a460e6ca79a9cb112985efb11db2d5077def3f6b070a0774_남_30_분노_공공시설&종교&의료시설_20201204001433-001-015.jpg,0
0_82,1528.5055,1528.5055,1528.5055,1528.5055,62bff4f80be0d62e35347e29ca9e059e8f5315b5149aa35828ba0f77069d1e9f_여_30_분노_도심 환경_20210202152507-008-007.jpg,0
0_83,1733.0201,1733.0201,1733.0201,1733.0201,61eb478ecfc3acce4897cab542bd6e0215179a53a3aaa5393a2f21369dfd1033_여_20_분노_숙박 및 거주공간_20210121224804-010-023.jpg,0
0_85,2213.7385,2213.7385,2213.7385,2213.7385,b40b4b44545e3e0619ec25d0dd7dc200448dfa44604511c85a205c886fc66c8f_여_20_분노_오락&공연시설_20210118165519-005-001.jpg,0
0_86,2136.5151,2136.5151,2136.5151,2136.5151,2f9042cc375e394fb27b22078220de821b939ef8ed09f9cf423e54f47605a43d_여_30_분노_교통&이동수단(엘리베이터 포함)_20210120165606-002-001.jpg,0
0_87,2428.035507,2428.035507,2428.035507,2428.035507,40b3df59b5210f9085bc5a59b2306fd7a21ed26ddca397e7a67d40c0b79eec33_여_20_분노_실외 자연환경_20210208193154-007-003.jpg,0
0_88,1782.768558,1782.768558,1782.768558,1782.768558,c09cf9277d67fdf9d12f1826cd5ba28156abac213264ad154ec993cdb281d01b_남_30_분노_교통&이동수단(엘리베이터 포함)_20201203233646-002-014.jpg,0
0_89,1691.7618,1691.7618,1691.7618,1691.7618,577a4a275693dd56ba4ccf986abf81109e45c09049f9dae500e30984ad417019_여_30_분노_문화재 및 유적지_20201207172151-009-017.jpg,0
0_90,2248.6873,2248.6873,2248.6873,2248.6873,4f6ccc379c3d7eb2a89867ed81c5d48b77cd7fb1e8d9606c64df5119ac8a52c5_여_20_분노_상업시설&점포&시장_20201204151426-003-006.jpg,0
0_91,2548.4016,2548.4016,2548.4016,2548.4016,03f84d01e35a8d2beed4c9467a82c212daa05809d0bc980865765fe6b0f2e9cd_남_20_분노_공공시설&종교&의료시설_20210201172650-001-002.jpg,0
0_92,2788.2249,2788.2249,2788.2249,2788.2249,02ec2285e02c1e2e52917a249c036b8a9acde547c5b748fcb8b93dd25ab64727_남_20_분노_숙박 및 거주공간_20210125133303-010-005.jpg,0
0_93,1207.013634,1207.013634,1207.013634,1207.013634,6c5de33fb741b76a4063c68a721395780d62449dc2a5aeb0ad441846b974ad25_여_30_분노_상업시설&점포&시장_20210203181549-003-016.jpg,0
0_94,1904.9827,1904.9827,1904.9827,1904.9827,2a3884fb335989165828041395bcbd9fea25a70d93a84fcefb0ee3dfd0ac7e84_남_20_분노_행사&사무공간_20201203120955-006-002.jpg,0
0_95,1573.6486,1573.6486,1573.6486,1573.6486,4c4d327d02433461ea26985d67c025add2d66ccafdeb99838162764a0f6da02d_남_30_분노_상업시설&점포&시장_20201204135021-003-025.jpg,0
0_96,1967.6779,1967.6779,1967.6779,1967.6779,4c336a96ff37375f77cf1ba4a3f791e286b8bf10f2d125cb898c2f6e026f13c8_남_30_분노_도심 환경_20201204234756-008-016.jpg,0
0_97,1596.503992,1596.503992,1596.503992,1596.503992,2db6b59befaa8df303981bf7529a98c214506875786ace7b318e779de8fe6dd8_남_20_분노_상업시설&점포&시장_20201207151853-003-003.jpg,0
0_98,2699.7183,2699.7183,2699.7183,2699.7183,2c6cedc4c9ea7c0614e02d0fee8b32f15872dc7c096d6e1ff2c28728d8c6dfde_남_30_분노_스포츠 관람 및 레저시설_20201205171540-004-005.jpg,0
0_99,1895.412172,1895.412172,1895.412172,1895.412172,a0e3fb2f5d302104c31713fecfd0409b0f0d18adc533285bcdfecf5b962a817b_남_30_분노_공공시설&종교&의료시설_20210203171801-001-011.jpg,0
0_100,1684.848534,1684.848534,1684.848534,1684.848534,4ec09a0fcf2c495672d0e83de8bca0f940b4c0ab6d416451cff6af1f4868c7a8_남_20_분노_문화재 및 유적지_20201205145521-009-011.jpg,0
0_101,1230.2502,1230.2502,1230.2502,1230.2502,01a6c69e76d729863380b8391d780e53070cf8629ad9ffd5d06826551271fe74_남_30_분노_실외 자연환경_20201207105147-007-005.jpg,0
0_102,1713.790843,1713.790843,1713.790843,1713.790843,ae5165ba82e4c3b6f9222342bee3fd1ea678354545871993289da22a50c12886_남_40_분노_실외 자연환경_20201208133805-007-012.jpg,0
0_103,2580.872,2580.872,2580.872,2580.872,1a31af519b4bff58fe49551d56dd9220971c629336926ae057a53c64f370f3be_남_20_분노_숙박 및 거주공간_20210128182447-010-006.jpg,0
0_104,1788.0475,1788.0475,1788.0475,1788.0475,0d907746925fb35712cca733630efe057352a022c5af5723fe93a525abbe2f9e_남_30_분노_스포츠 관람 및 레저시설_20201209155051-004-002.jpg,0
0_105,2052.8086,2052.8086,2052.8086,2052.8086,cd9088c78d99ae51902fbd242b6b9c0c857cf34b2c26d92fd4813d0ed184430f_여_20_분노_교통&이동수단(엘리베이터 포함)_20201203111352-002-005.jpg,0
0_106,1793.0238,1793.0238,1793.0238,1793.0238,0d18ae1ed7d9e912864b736523a94a24db0595bf273964cb532e62a6087cf325_여_30_분노_도심 환경_20201206234948-008-004.jpg,0
0_107,1667.604651,1667.604651,1667.604651,1667.604651,dff56d4e7d813fc0e298ead548534ac20e1f284d60de5ab2397e7736c716956a_여_40_분노_스포츠 관람 및 레저시설_20201205161956-004-006.jpg,0
0_108,1990.327684,1990.327684,1990.327684,1990.327684,c2f81be4366cfc1321f5d7ff29e97814b0ed8d6a5ed0891a5f6d6cf2f75f56e6_여_30_분노_숙박 및 거주공간_20201207160125-010-018.jpg,0
0_109,1869.384579,1869.384579,1869.384579,1869.384579,aafa5eabafcbea5d767fce00a421b73715324c2721504047003837f17702bb77_여_20_분노_숙박 및 거주공간_20210122232608-010-052.jpg,0
0_110,1452.927,1452.927,1452.927,1452.927,fdcbeb507d01d5429848cd3c5bcd31335f87c870bf121969bf4c87020ac55d3f_남_20_분노_상업시설&점포&시장_20201207010141-003-026.jpg,0
0_111,2616.581053,2616.581053,2616.581053,2616.581053,2c6cedc4c9ea7c0614e02d0fee8b32f15872dc7c096d6e1ff2c28728d8c6dfde_남_30_분노_오락&공연시설_20201205171551-005-004.jpg,0
0_112,2161.370596,2161.370596,2161.370596,2161.370596,6b7fc49cd98142a92ae04411a093e9d215be909f241c4528f2664fbcfa6deefd_남_30_분노_상업시설&점포&시장_20201203143224-003-018.jpg,0
0_113,1579.327908,1579.327908,1579.327908,1579.327908,4ec09a0fcf2c495672d0e83de8bca0f940b4c0ab6d416451cff6af1f4868c7a8_남_20_분노_문화재 및 유적지_20201205145521-009-022.jpg,0
0_114,2093.389301,2093.389301,2093.389301,2093.389301,28522d4bff1a866424ad74429df06d12000a422caee47eec67d6d286b623e45e_여_30_분노_상업시설&점포&시장_20201203224955-003-030.jpg,0
0_115,1607.6493,1607.6493,1607.6493,1607.6493,36a039e4b1f83816b280a18a8cd98b5f663d594bbf3e74155e30a42bc7d96f34_여_20_분노_문화재 및 유적지_20201206235923-009-012.jpg,0
0_116,1580.7114,1580.7114,1580.7114,1580.7114,71e36b10749933d8df6114b777f1c41658047fa08724deb5df394b765fabfcb1_남_30_분노_행사&사무공간_20201206172721-006-004.jpg,0
0_117,2790.0737,2790.0737,2790.0737,2790.0737,9f890b68a8e060049f313676f9b22eff05f2f2606de3657714dcb187d5e1f9fd_남_30_분노_상업시설&점포&시장_20210127191608-003-006.jpg,0
0_118,3301.284936,3301.284936,3301.284936,3301.284936,a742fb7e0ceaf5702fc9be54d08689887b8e0c4f47ee320fe231a84ce0304371_여_40_분노_숙박 및 거주공간_20210119153945-010-004.jpg,0
0_120,2447.4417,2447.4417,2447.4417,2447.4417,e80cfe96978b8c8b8fed1027ce5a53728bc1929c00eb8be8c7b9d306ab23c457_여_30_분노_실외 자연환경_20210208153857-007-002.jpg,0
0_121,1304.1925,1304.1925,1304.1925,1304.1925,865e788bfd3038e7bf030dc980e93feb92f778d0cf506303e4a72c0739c8799c_남_30_분노_실외 자연환경_20210125203659-007-006.jpg,0
0_122,2374.503356,2374.503356,2374.503356,2374.503356,4a65d0154ce4ce58ac2c4c572b1af10657e667530108223e5b446369f6c5b602_여_20_분노_상업시설&점포&시장_20210210141959-003-010.jpg,0
0_123,2344.472815,2344.472815,2344.472815,2344.472815,e3ca4222789f5888a837bc10ed6bf10bda639c473b55f359d63616806c520753_남_20_분노_숙박 및 거주공간_20210204190403-010-011.jpg,0
0_124,1839.9742,1839.9742,1839.9742,1839.9742,da07c93a095e7584858e8505530e33671c8206954a6adcd4903cd1b4cd5f2139_여_10_분노_상업시설&점포&시장_20210202132950-003-002.jpg,0
0_125,1463.221,1463.221,1463.221,1463.221,9fabc3b9a0c41987095afaf4058dcce8789825294ed4f3822d5a874fe427962e_여_40_분노_실외 자연환경_20210203165604-007-005.jpg,0
0_126,1642.0518,1642.0518,1642.0518,1642.0518,6d7ee07c2c20a17211566934b2d495cd0c93d29d8c204d204291be6564e0090b_여_30_분노_상업시설&점포&시장_20201204221203-003-004.jpg,0
0_127,1762.4414,1762.4414,1762.4414,1762.4414,c20f6d1b347442a0f98423461dd575abe36fb3cffc7d7a238d07a348b074fd89_여_30_분노_실외 자연환경_20201206123435-007-018.jpg,0
0_128,2027.879,2027.879,2027.879,2027.879,1b70d9519cc7a82634ccd0bf44ccdb2412279ba909d2d1759c87e3794ad0af12_여_20_분노_상업시설&점포&시장_20201207031540-003-058.jpg,0
0_129,1764.96875,1764.96875,1764.96875,1764.96875,43d2504e5f054d9b51d59d36da6c401e5092af026caaee104b0b5c2ac6139331_남_30_분노_실외 자연환경_20201205155859-007-001.jpg,0
0_130,2659.7004,2659.7004,2659.7004,2659.7004,a8dd1623ec7c6c4183e55650b196ecccfb32f6d35de64327ee6a6822e7658c5d_여_30_분노_도심 환경_20201205003448-008-014.jpg,0
0_131,1429.830755,1429.830755,1429.830755,1429.830755,aae9718738a33c129d08b3d66e8d6878124047b9fb8243948b608fc53e6cc229_여_40_분노_숙박 및 거주공간_20210119143849-010-001.jpg,0
0_132,1818.155957,1818.155957,1818.155957,1818.155957,f2a41694a27dc6b37ec80e6f40ba9ac81d68c578e49fbbd963374966e801f429_여_30_분노_숙박 및 거주공간_20210118181742-010-009.jpg,0
0_133,1123.3301,1123.3301,1123.3301,1123.3301,92e7098109470430238876b447f55a978adf237c93b4388124a82ed8d25805aa_남_30_분노_공공시설&종교&의료시설_20210125213541-001-006.jpg,0
0_134,776.500503,776.500503,776.500503,776.500503,53f5311de8c5a59cd0fec405c2856e5e2a5868274406ecd588975a575d9e345d_여_20_분노_교통&이동수단(엘리베이터 포함)_20210219173926-002-001.jpg,0
0_135,2135.9333,2135.9333,2135.9333,2135.9333,20500b575559b3f8766dddd06b73d28c0ec516a46235c9b747e838c79cf45355_여_30_분노_상업시설&점포&시장_20210204153426-003-026.jpg,0
0_136,1639.3783,1639.3783,1639.3783,1639.3783,43d2504e5f054d9b51d59d36da6c401e5092af026caaee104b0b5c2ac6139331_남_30_분노_행사&사무공간_20201205155853-006-002.jpg,0
